,Airline,Source,Destination,Additional_Info,Price,month,Weekday,Dep_hour,Dep_min,Arrival_hour,Dur_hour,Dur_min,Arrival_min2,Stop1,Stop2,Stop3,Stop4,Total_stops1
8995,3,2,1,8,6827,3,6,5,5,10,5,0,5,3,6,6,13,1
8996,1,4,3,8,3100,5,4,6,20,7,1,20,40,1,19,29,13,0
8997,4,4,3,5,2759,3,0,19,35,21,1,30,5,1,19,29,13,0
8998,4,3,0,8,13067,5,4,20,25,21,24,40,5,2,14,3,13,1
8999,2,0,2,8,3898,4,1,20,55,23,2,45,40,0,13,29,13,0
9000,4,2,1,5,10368,6,0,9,40,4,18,45,25,3,28,4,5,2
9001,8,0,5,7,4273,3,1,5,45,8,2,50,35,0,13,29,13,0
9002,8,0,2,8,3311,5,0,5,55,8,2,40,35,0,13,29,13,0
9003,6,2,1,5,15136,3,1,9,0,21,12,0,0,3,7,6,13,1
9004,6,2,1,8,6601,4,6,7,5,18,11,5,10,3,20,6,13,1
9005,10,3,0,8,8452,5,0,20,20,22,26,20,40,2,14,3,13,1
9006,4,3,0,5,9314,5,2,17,0,14,21,25,25,2,14,3,13,1
9007,3,2,1,8,6386,6,3,2,0,7,5,45,45,3,6,6,13,1
9008,6,2,1,8,13377,6,1,11,30,1,14,0,30,3,7,6,13,1
9009,4,4,3,8,5678,3,3,2,55,4,1,30,25,1,19,29,13,0
9010,0,0,2,8,4483,5,2,23,55,2,2,50,45,0,13,29,13,0
9011,4,2,1,5,12898,5,1,14,0,12,22,35,35,3,7,6,13,1
9012,3,0,5,8,7648,3,3,7,10,10,2,55,5,0,13,29,13,0
9013,4,3,0,8,14571,6,0,6,30,23,17,5,35,2,7,3,13,1
9014,3,4,3,8,4049,6,4,6,25,7,1,30,55,1,19,29,13,0
9015,1,0,5,8,11728,3,1,8,50,23,14,35,25,0,7,2,6,2
9016,8,3,0,8,3873,4,4,6,55,9,2,35,30,2,5,29,13,0
9017,1,2,1,8,7480,5,4,20,40,9,12,45,25,3,33,6,13,1
9018,4,0,2,8,8541,6,0,19,50,22,3,0,50,0,13,29,13,0
9019,4,0,5,0,31825,3,4,22,50,11,12,35,25,0,7,8,13,1
9020,3,1,4,8,3597,6,3,14,45,17,2,20,5,4,8,29,13,0
9021,4,0,5,8,13817,3,5,21,25,15,17,50,15,0,7,8,13,1
9022,4,3,0,8,14571,5,0,8,25,20,12,20,45,2,7,3,13,1
9023,0,2,1,8,6853,6,2,16,45,7,14,25,10,3,6,6,13,1
9024,4,2,1,8,16704,5,1,23,5,4,29,20,25,3,0,4,5,2
9025,8,0,2,7,3573,5,1,9,30,12,2,50,20,0,13,29,13,0
9026,10,3,0,8,9345,5,6,17,0,18,25,50,50,2,14,3,13,1
9027,4,2,1,8,13014,6,2,5,30,4,22,55,25,3,28,4,5,2
9028,6,2,1,8,13797,6,0,8,0,21,13,0,0,3,7,6,13,1
9029,1,0,5,8,12358,3,3,12,0,10,22,35,35,0,18,4,11,3
9030,6,2,1,5,14086,3,5,18,15,1,7,20,35,3,7,6,13,1
9031,3,1,4,8,3597,5,5,19,35,21,2,20,55,4,8,29,13,0
9032,4,3,0,8,13731,5,0,18,55,8,13,20,15,2,7,3,13,1
9033,4,2,1,5,12898,5,5,19,45,4,8,40,25,3,7,6,13,1
9034,4,2,1,8,14714,6,4,16,0,4,12,25,25,3,7,6,13,1
9035,10,0,2,8,5403,4,6,11,30,14,2,50,20,0,13,29,13,0
9036,4,0,2,5,5769,6,1,6,0,8,2,45,45,0,13,29,13,0
9037,0,3,0,8,5620,3,3,10,20,12,2,35,55,2,5,29,13,0
9038,3,2,1,8,5000,6,5,5,35,8,3,15,50,3,10,29,13,0
9040,1,2,1,8,10703,3,4,12,20,19,30,55,15,3,32,4,5,2
9041,6,2,1,8,13727,5,2,11,30,21,9,30,0,3,7,6,13,1
9042,4,3,0,8,14388,5,4,20,0,9,13,20,20,2,7,3,13,1
9043,1,3,0,8,13033,6,4,10,0,1,15,20,20,2,14,7,3,2
9044,4,0,5,8,22270,3,4,8,0,7,23,40,40,0,7,8,13,1
9045,3,2,1,8,6769,5,1,21,50,3,5,45,35,3,32,6,13,1
9046,0,3,0,8,5192,5,0,15,10,23,8,20,30,2,25,9,3,2
9047,4,4,3,5,4995,5,0,2,55,4,1,25,20,1,19,29,13,0
9048,3,1,4,8,8580,3,4,7,55,10,2,20,15,4,8,29,13,0
9049,1,2,1,8,7480,6,2,12,30,9,20,55,25,3,33,6,13,1
9050,4,0,2,5,5198,4,2,8,20,11,3,0,20,0,13,29,13,0
9051,4,2,1,5,10368,6,4,9,40,19,9,20,0,3,28,4,5,2
9052,4,4,3,8,8040,5,6,7,5,8,1,25,30,1,19,29,13,0
9053,4,2,1,8,18909,3,5,8,20,4,20,5,25,3,1,4,5,2
9054,1,3,0,8,12849,4,0,7,0,5,22,25,25,2,14,0,3,2
9055,1,2,1,8,22798,3,4,9,45,8,22,30,15,3,6,6,13,1
9056,4,3,0,8,14571,6,4,8,25,18,9,50,15,2,7,3,13,1
9057,4,0,5,5,13502,3,1,14,5,8,18,10,15,0,7,8,13,1
9058,8,1,4,7,3332,3,6,17,45,20,2,20,5,4,8,29,13,0
9059,6,2,1,8,7354,6,4,7,30,19,11,45,15,3,7,6,13,1
9060,6,2,1,8,8073,5,6,10,0,21,11,0,0,3,7,6,13,1
9061,3,4,3,8,4049,3,4,9,10,10,1,25,35,1,19,29,13,0
9062,4,2,1,8,15029,3,5,2,15,4,26,10,25,3,7,6,13,1
9063,1,2,1,8,10975,6,1,9,45,9,23,40,25,3,20,22,5,2
9064,6,2,1,8,7038,6,3,7,10,22,15,20,30,3,20,6,13,1
9065,4,2,1,8,15554,5,4,8,0,19,11,0,0,3,7,6,13,1
9066,1,0,2,8,5228,6,0,21,5,23,2,50,55,0,13,29,13,0
9067,3,2,1,8,5636,6,3,2,0,7,5,25,25,3,33,6,13,1
9068,1,2,1,8,9653,6,4,12,0,7,19,40,40,3,28,4,5,2
9069,4,3,0,5,8586,5,0,18,55,10,15,10,5,2,7,3,13,1
9070,8,4,3,8,2017,5,5,13,15,14,1,30,45,1,19,29,13,0
9071,10,3,0,8,9345,5,0,20,20,23,27,5,25,2,14,3,13,1
9072,4,2,1,5,9270,3,4,10,45,18,32,5,50,3,3,4,5,2
9073,4,2,1,8,13292,6,6,5,30,19,13,30,0,3,21,4,5,2
9074,4,2,1,5,8098,3,6,17,35,19,26,10,45,3,33,4,5,2
9075,1,2,1,8,7952,6,4,9,45,9,23,40,25,3,33,6,13,1
9076,3,2,1,8,5883,6,0,18,35,1,6,55,30,3,7,6,13,1
9077,4,0,2,8,8016,6,4,19,50,22,3,0,50,0,13,29,13,0
9078,8,3,0,8,4174,5,2,17,10,19,2,30,40,2,5,29,13,0
9079,6,2,1,8,10696,6,6,7,5,22,15,25,30,3,20,6,13,1
9080,10,0,2,8,4878,6,0,17,0,19,2,35,35,0,13,29,13,0
9081,8,0,2,8,3971,4,0,9,30,12,2,50,20,0,13,29,13,0
9082,6,2,1,8,7198,6,6,19,0,1,6,30,30,3,7,6,13,1
9083,4,3,0,5,9314,5,6,20,25,22,25,40,5,2,14,3,13,1
9084,8,0,2,8,4423,5,2,9,30,12,2,50,20,0,13,29,13,0
9085,8,3,0,7,3841,4,5,6,55,9,2,35,30,2,5,29,13,0
9086,6,2,1,8,7154,3,6,10,45,19,8,30,15,3,7,6,13,1
9087,1,2,1,8,9929,6,2,7,0,19,12,15,15,3,7,6,13,1
9088,6,2,1,8,8266,5,4,11,40,19,7,35,15,3,7,6,13,1
9089,6,2,1,8,10877,6,0,8,30,19,10,30,0,3,7,6,13,1
9090,3,3,0,8,4804,6,1,15,15,17,2,30,45,2,5,29,13,0
9091,6,2,1,8,13587,6,2,11,30,21,9,30,0,3,7,6,13,1
9092,3,2,1,8,13611,3,1,4,45,13,8,35,20,3,7,6,13,1
9093,3,2,1,8,6628,6,4,9,15,1,16,15,30,3,7,6,13,1
9094,3,2,1,8,5601,6,0,14,25,17,3,15,40,3,10,29,13,0
9095,8,2,1,8,5583,4,1,6,5,11,5,15,20,3,33,6,13,1
9096,3,0,2,8,3943,5,5,10,10,13,2,50,0,0,13,29,13,0
9097,3,0,5,8,4777,3,3,4,0,6,2,50,50,0,13,29,13,0
9098,4,3,0,5,9663,5,4,20,0,12,16,0,0,2,7,3,13,1
9099,4,2,1,5,10368,6,3,5,30,4,22,55,25,3,28,4,5,2
9100,3,2,1,8,5883,6,2,18,35,1,6,55,30,3,7,6,13,1
9101,3,3,0,8,4804,4,2,11,30,14,2,35,5,2,5,29,13,0
9102,10,0,5,8,13383,3,3,16,0,18,2,35,35,0,13,29,13,0
9103,6,2,1,8,9646,6,3,13,15,22,9,15,30,3,20,6,13,1
9104,4,3,0,8,11467,5,2,17,0,19,26,10,10,2,14,3,13,1
9105,0,3,0,8,5192,5,4,22,40,10,12,0,40,2,14,3,13,1
9106,4,2,1,8,13376,6,0,6,45,4,21,40,25,3,34,4,5,2
9107,0,0,5,8,6477,3,3,23,25,2,2,45,10,0,13,29,13,0
9108,6,2,1,8,13727,5,2,9,0,21,12,0,0,3,7,6,13,1
9109,10,3,0,8,9555,5,2,17,0,20,27,20,20,2,14,3,13,1
9110,4,2,1,8,12819,6,1,19,10,19,23,50,0,3,0,4,5,2
9111,10,4,3,8,12395,3,1,10,25,22,12,30,55,1,14,13,13,1
9112,4,2,1,5,10262,6,2,19,15,4,9,10,25,3,7,6,13,1
9113,4,3,0,8,14781,5,5,8,25,20,12,20,45,2,7,3,13,1
9114,4,4,3,8,5678,5,4,10,20,11,1,30,50,1,19,29,13,0
9115,8,3,0,8,7804,5,6,15,55,21,5,30,25,2,23,3,13,1
9116,4,2,1,5,10262,6,4,15,0,19,28,0,0,3,7,6,13,1
9117,4,0,2,5,5198,5,2,19,50,22,3,0,50,0,13,29,13,0
9118,3,4,3,8,4049,5,5,6,25,7,1,30,55,1,19,29,13,0
9119,0,0,2,8,3383,6,2,11,10,13,2,45,55,0,13,29,13,0
9120,1,2,1,8,7174,5,1,17,40,23,5,20,0,3,6,6,13,1
9121,1,2,1,8,8907,5,6,20,30,23,26,30,0,3,6,6,13,1
9122,4,2,1,8,13014,6,3,9,40,12,26,55,35,3,28,4,5,2
9123,4,3,0,8,13584,5,6,21,10,8,11,5,15,2,7,3,13,1
9124,0,3,0,8,4107,5,6,22,50,1,2,30,20,2,5,29,13,0
9125,4,4,3,5,2071,3,0,2,55,4,1,30,25,1,19,29,13,0
9126,4,2,1,5,12373,5,4,20,55,4,7,30,25,3,7,6,13,1
9127,1,0,5,8,13303,3,5,8,50,13,29,5,55,0,7,18,6,2
9128,4,3,0,5,8529,6,0,16,30,10,17,35,5,2,7,3,13,1
9129,4,3,0,8,14571,6,4,18,55,19,24,55,50,2,7,3,13,1
9130,4,2,1,8,15129,5,1,23,5,4,29,20,25,3,0,4,5,2
9131,4,0,2,8,8016,6,0,8,20,11,3,0,20,0,13,29,13,0
9132,3,3,0,8,4804,6,4,21,25,0,2,40,5,2,5,29,13,0
9133,1,0,5,8,5118,3,5,6,50,12,5,25,15,0,20,8,13,1
9134,4,3,0,5,9663,5,2,8,25,8,23,50,15,2,7,3,13,1
9135,1,3,0,8,12723,6,0,5,50,12,30,40,30,2,25,9,3,2
9136,2,0,2,8,3419,5,4,20,55,23,2,45,40,0,13,29,13,0
9137,4,0,5,5,11087,3,5,22,55,10,11,50,45,0,7,8,13,1
9138,3,3,0,8,4174,4,6,22,15,0,2,35,50,2,5,29,13,0
9139,4,2,1,5,10262,6,0,8,0,4,20,25,25,3,7,6,13,1
9140,4,2,1,8,12609,6,2,9,35,12,27,0,35,3,21,4,5,2
9141,10,0,2,8,4668,6,6,7,0,9,2,40,40,0,13,29,13,0
9142,8,4,3,7,1965,5,0,22,45,0,1,30,15,1,19,29,13,0
9143,3,4,3,8,4049,6,3,6,25,7,1,30,55,1,19,29,13,0
9144,1,3,0,8,5195,4,6,14,15,16,2,30,45,2,5,29,13,0
9145,3,3,0,8,4804,5,2,20,20,22,2,35,55,2,5,29,13,0
9146,3,0,5,8,7648,3,3,13,0,15,2,50,50,0,13,29,13,0
9147,3,1,4,8,3850,5,5,7,55,10,2,20,15,4,8,29,13,0
9148,1,0,2,8,6121,4,1,10,0,12,2,45,45,0,13,29,13,0
9149,3,1,4,8,3540,6,5,5,15,7,2,25,40,4,8,29,13,0
9150,4,0,5,5,9134,3,0,5,45,11,5,40,25,0,7,8,13,1
9151,4,3,0,5,10844,6,4,18,55,22,27,40,35,2,7,3,13,1
9152,3,1,4,8,5277,6,6,22,5,0,2,20,25,4,8,29,13,0
9153,3,2,1,8,5073,4,5,16,0,21,5,0,0,3,7,6,13,1
9154,8,3,0,7,3841,6,1,6,55,9,2,35,30,2,5,29,13,0
9155,6,2,1,8,10877,6,6,7,30,19,11,30,0,3,7,6,13,1
9156,4,2,1,5,5406,3,6,17,30,19,26,15,45,3,7,6,13,1
9157,4,3,0,8,14151,6,0,17,0,9,16,45,45,2,14,3,13,1
9158,4,2,1,8,14237,6,6,18,25,12,18,10,35,3,3,4,5,2
9159,3,4,3,8,2754,6,1,1,40,3,1,30,10,1,19,29,13,0
9160,1,3,0,8,11306,5,2,7,0,20,13,25,25,2,14,3,13,1
9161,0,3,0,8,5192,5,2,22,40,10,12,0,40,2,14,3,13,1
9162,10,1,4,8,3687,6,0,7,5,9,2,15,20,4,8,29,13,0
9163,6,2,1,8,12192,6,6,3,50,19,15,10,0,3,7,6,13,1
9164,4,2,1,5,12898,5,1,13,0,19,6,0,0,3,7,6,13,1
9165,4,2,1,8,14924,6,0,19,45,19,23,15,0,3,7,6,13,1
9166,8,3,0,8,8479,5,0,11,35,18,7,15,50,2,31,3,13,1
9167,6,2,1,5,6943,5,1,14,0,1,11,30,30,3,7,6,13,1
9168,6,2,1,8,7354,6,4,6,40,19,12,35,15,3,7,6,13,1
9169,6,2,1,8,12192,6,4,9,0,19,10,0,0,3,7,6,13,1
9170,3,0,2,8,3943,5,5,21,15,0,3,0,15,0,13,29,13,0
9171,4,2,1,8,15129,5,6,19,10,19,23,50,0,3,0,4,5,2
9172,10,0,2,8,5403,4,6,7,0,9,2,40,40,0,13,29,13,0
9173,4,2,1,8,13882,6,4,9,25,4,19,0,25,3,32,4,5,2
9174,4,4,3,8,5678,3,4,19,35,21,1,30,5,1,19,29,13,0
9175,10,0,2,8,5403,4,2,11,30,14,2,50,20,0,13,29,13,0
9176,10,0,2,8,4878,6,4,21,0,23,2,50,50,0,13,29,13,0
9177,3,2,1,8,6494,3,6,6,40,21,14,40,20,3,20,22,5,2
9178,3,0,5,8,4777,3,3,1,30,4,2,45,15,0,13,29,13,0
9179,1,4,3,8,3625,6,4,13,55,15,1,30,25,1,19,29,13,0
9180,1,3,0,8,9258,4,0,12,0,18,30,30,30,2,2,4,3,2
9181,4,2,1,5,10262,6,4,13,0,19,6,0,0,3,7,6,13,1
9182,1,0,5,4,17686,3,4,5,50,11,29,30,20,0,9,1,10,4
9183,3,3,0,8,4174,4,1,15,15,17,2,30,45,2,5,29,13,0
9184,6,2,1,8,7485,5,5,10,20,1,15,10,30,3,7,6,13,1
9185,1,3,0,8,11222,5,2,8,20,11,26,50,10,2,28,4,3,2
9186,4,3,0,8,12121,5,2,17,0,21,28,5,5,2,14,3,13,1
9187,1,3,0,8,10697,5,5,8,20,18,10,10,30,2,28,4,3,2
9188,4,2,1,5,12373,5,4,11,30,19,7,30,0,3,7,6,13,1
9189,8,3,0,8,6381,5,5,8,35,17,8,40,15,2,37,3,13,1
9190,4,2,1,8,17072,3,1,17,55,4,34,30,25,3,41,4,5,2
9191,4,2,1,5,10368,6,0,9,40,12,26,55,35,3,28,4,5,2
9192,3,0,2,8,4823,5,0,18,25,21,2,55,20,0,13,29,13,0
9193,1,2,1,8,27282,3,3,9,45,23,13,15,0,3,6,6,13,1
9194,3,4,3,8,2227,6,0,20,5,21,1,35,40,1,19,29,13,0
9195,3,0,5,8,4545,3,5,0,40,3,2,45,25,0,13,29,13,0
9196,3,3,0,8,4148,3,4,17,15,19,2,40,55,2,5,29,13,0
9197,3,3,0,8,4148,3,5,15,10,17,2,35,45,2,5,29,13,0
9198,1,0,5,8,7642,3,4,8,15,11,27,5,20,0,20,27,6,2
9199,4,2,1,5,10262,6,6,16,0,12,20,35,35,3,7,6,13,1
9200,4,0,2,5,4030,5,0,8,20,11,3,0,20,0,13,29,13,0
9201,3,2,1,8,5000,6,4,14,25,17,3,15,40,3,10,29,13,0
9202,8,2,1,8,5264,6,0,8,45,13,4,30,15,3,37,6,13,1
9203,4,0,2,5,7229,6,3,18,55,22,3,5,0,0,13,29,13,0
9204,4,2,1,5,10577,6,6,8,0,19,11,0,0,3,7,6,13,1
9205,1,3,0,8,12723,5,0,5,50,8,27,5,55,2,25,9,3,2
9206,4,2,1,8,14714,6,3,21,50,4,6,35,25,3,7,6,13,1
9207,4,2,1,5,7438,3,4,2,15,4,26,10,25,3,7,6,13,1
9208,1,3,0,8,10203,5,6,20,30,20,23,55,25,2,14,3,13,1
9209,0,3,0,8,3782,3,6,22,50,1,2,30,20,2,5,29,13,0
9210,4,2,1,8,13014,6,0,5,30,19,13,30,0,3,28,4,5,2
9211,6,2,1,8,8073,5,6,19,0,1,6,30,30,3,7,6,13,1
9212,3,3,0,8,4804,5,4,15,30,18,2,35,5,2,5,29,13,0
9213,3,3,0,8,4864,5,4,7,10,12,5,30,40,2,2,3,13,1
9214,6,2,1,8,15135,3,1,6,40,18,12,10,50,3,7,6,13,1
9215,1,3,0,8,8366,6,4,16,50,11,18,20,10,2,7,3,13,1
9216,4,2,1,8,13292,6,0,5,30,4,22,55,25,3,21,4,5,2
9217,1,0,2,8,7171,6,2,17,0,19,2,45,45,0,13,29,13,0
9218,4,3,0,8,12121,5,6,9,35,21,11,30,5,2,14,3,13,1
9219,1,2,1,8,11753,6,0,10,55,19,8,20,15,3,16,4,5,2
9220,3,0,5,6,8064,3,4,5,15,10,4,45,0,0,20,8,13,1
9221,4,2,1,5,10262,6,4,15,0,19,28,0,0,3,7,6,13,1
9222,3,1,4,8,5277,5,5,22,5,0,2,20,25,4,8,29,13,0
9223,4,0,2,8,8016,6,0,17,45,20,3,0,45,0,13,29,13,0
9224,1,4,3,8,11342,3,5,5,30,14,9,20,50,1,0,17,9,2
9225,4,3,0,5,7594,6,0,6,30,4,22,10,40,2,7,3,13,1
9226,0,0,2,8,4483,6,6,11,10,13,2,45,55,0,13,29,13,0
9227,4,2,1,8,16263,5,2,20,0,4,8,25,25,3,1,4,5,2
9228,1,3,0,8,13243,5,4,10,0,1,15,20,20,2,14,7,3,2
9229,4,0,2,5,6478,6,0,6,0,8,2,45,45,0,13,29,13,0
9230,4,2,1,8,15764,3,1,23,5,4,5,20,25,3,7,6,13,1
9231,1,3,0,8,4647,4,1,9,10,4,19,30,40,2,2,14,3,2
9232,4,0,2,8,8016,6,6,19,50,22,3,0,50,0,13,29,13,0
9233,1,3,0,8,4145,6,0,20,45,23,2,35,20,2,5,29,13,0
9234,6,2,1,8,8055,3,6,7,30,21,13,30,0,3,7,6,13,1
9235,1,2,1,8,12409,5,2,17,15,19,26,0,15,3,20,4,5,2
9236,3,3,0,8,6038,3,3,9,35,12,2,45,20,2,5,29,13,0
9237,0,3,0,8,4107,5,5,22,50,1,2,30,20,2,5,29,13,0
9238,1,2,1,8,11911,5,5,5,55,7,25,45,40,3,4,4,5,2
9239,4,0,5,8,25735,3,4,22,50,23,24,10,0,0,7,8,13,1
9240,1,3,0,8,11458,6,4,9,25,1,15,55,20,2,7,7,3,2
9241,0,2,1,8,6152,4,6,16,45,22,5,40,25,3,6,6,13,1
9242,4,3,0,5,10844,6,0,21,10,23,26,25,35,2,7,3,13,1
9243,10,1,4,8,11982,5,0,17,45,20,2,20,5,4,8,29,13,0
9244,4,3,0,8,13941,5,4,6,30,16,9,50,20,2,7,3,13,1
9245,3,2,1,8,6938,3,6,14,20,22,8,0,20,3,20,6,13,1
9246,4,2,1,8,15339,6,4,13,25,19,29,35,0,3,0,4,5,2
9247,4,2,1,8,20064,3,3,5,25,18,37,25,50,3,21,4,5,2
9248,6,2,1,5,6093,6,2,14,55,22,7,35,30,3,20,6,13,1
9249,7,2,1,8,10885,3,4,19,0,1,6,35,35,3,7,6,13,1
9250,1,2,1,8,8907,6,3,13,30,23,9,30,0,3,6,6,13,1
9251,4,3,0,5,9663,5,6,6,30,20,14,15,45,2,7,3,13,1
9252,3,2,1,8,7160,4,2,5,5,12,7,5,10,3,20,6,13,1
9253,7,2,1,8,11269,3,4,7,30,15,8,0,30,3,7,6,13,1
9254,4,4,3,8,5678,4,0,19,35,21,1,30,5,1,19,29,13,0
9255,4,4,3,8,5678,5,1,2,55,4,1,25,20,1,19,29,13,0
9256,1,2,1,8,8907,6,4,9,45,23,13,15,0,3,6,6,13,1
9257,4,4,3,5,3210,6,4,2,55,4,1,25,20,1,19,29,13,0
9258,1,0,2,8,6961,5,6,6,10,8,2,45,55,0,13,29,13,0
9259,4,0,5,8,14815,3,1,14,5,8,18,10,15,0,7,8,13,1
9260,4,3,0,8,11467,5,6,20,25,22,25,40,5,2,14,3,13,1
9261,4,2,1,5,10919,6,2,14,35,12,22,0,35,3,34,4,5,2
9262,2,2,1,8,9069,6,6,14,25,19,5,10,35,3,7,6,13,1
9263,8,3,0,8,4649,5,2,15,5,20,5,15,20,2,33,3,13,1
9264,3,0,2,8,4823,6,6,18,25,21,2,55,20,0,13,29,13,0
9265,1,3,0,8,6528,5,5,14,35,14,24,0,35,2,33,3,13,1
9266,4,0,5,8,22270,3,1,5,45,12,6,40,25,0,7,8,13,1
9267,4,2,1,5,15654,3,5,10,45,4,17,40,25,3,3,4,5,2
9268,10,3,0,8,7770,4,0,20,20,22,26,35,55,2,14,3,13,1
9269,3,3,0,8,4804,5,5,4,40,7,2,35,15,2,5,29,13,0
9270,4,2,1,5,10368,6,2,19,30,12,17,5,35,3,28,4,5,2
9271,3,2,1,8,7673,3,3,21,5,0,3,15,20,3,10,29,13,0
9272,3,2,1,8,6015,4,3,5,35,8,3,15,50,3,10,29,13,0
9273,3,3,0,8,4804,4,6,11,30,14,2,35,5,2,5,29,13,0
9274,4,3,0,8,13941,5,6,20,0,8,12,15,15,2,7,3,13,1
9275,0,3,0,8,5162,5,4,19,55,23,3,35,30,2,2,3,13,1
9276,1,0,5,8,10657,3,5,11,5,22,11,40,45,0,9,8,13,1
9277,4,3,0,8,14781,5,4,16,30,23,7,5,35,2,7,3,13,1
9278,3,4,3,8,2754,4,1,19,5,20,1,30,35,1,19,29,13,0
9279,1,0,5,8,11474,3,5,6,50,22,16,5,55,0,20,27,6,2
9280,4,3,0,5,7757,5,2,18,55,8,13,20,15,2,7,3,13,1
9281,4,4,3,5,2228,4,1,2,55,4,1,25,20,1,19,29,13,0
9282,4,0,5,5,10405,3,0,8,0,8,24,15,15,0,7,8,13,1
9283,2,0,2,8,3419,6,4,7,45,10,2,55,40,0,13,29,13,0
9284,4,2,1,5,10262,6,0,17,30,12,19,5,35,3,7,6,13,1
9285,1,4,3,8,3100,6,0,13,55,15,1,30,25,1,19,29,13,0
9286,4,2,1,5,11848,3,5,2,15,4,26,10,25,3,7,6,13,1
9287,1,2,1,8,5683,4,6,20,30,8,11,45,15,3,6,6,13,1
9288,4,3,0,5,9663,5,4,8,25,12,27,35,0,2,7,3,13,1
9289,4,0,2,5,4544,4,6,19,50,22,3,0,50,0,13,29,13,0
9290,4,4,3,5,4050,5,1,2,55,4,1,25,20,1,19,29,13,0
9291,10,3,0,8,9187,5,4,20,20,9,12,45,5,2,14,3,13,1
9292,10,3,0,8,8452,4,0,20,20,20,24,0,20,2,14,3,13,1
9293,1,3,0,8,11668,5,2,9,25,1,15,55,20,2,7,7,3,2
9294,1,2,1,8,13381,6,0,14,25,19,28,50,15,3,9,4,5,2
9295,6,2,1,8,8073,5,2,7,0,21,14,0,0,3,7,6,13,1
9296,0,3,0,8,5620,3,4,10,20,12,2,35,55,2,5,29,13,0
9297,4,3,0,8,12739,6,0,14,5,4,14,35,40,2,7,3,13,1
9298,0,3,0,8,5989,5,5,19,55,22,2,30,25,2,5,29,13,0
9299,1,3,0,8,8891,5,5,9,25,7,22,30,55,2,7,3,13,1
9300,4,0,2,5,4544,4,2,19,50,22,3,0,50,0,13,29,13,0
9301,4,2,1,5,10262,6,4,16,0,19,27,0,0,3,7,6,13,1
9302,10,3,0,8,9345,5,5,17,0,20,27,20,20,2,14,3,13,1
9303,10,0,5,8,21730,3,4,19,40,22,2,40,20,0,13,29,13,0
9304,3,2,1,8,6838,6,2,9,15,21,11,45,0,3,7,6,13,1
9305,1,4,3,8,10943,3,5,21,0,19,22,25,25,1,14,13,13,1
9306,3,0,2,8,3943,6,5,4,0,6,2,50,50,0,13,29,13,0
9307,8,0,2,7,3573,6,5,5,55,8,2,40,35,0,13,29,13,0
9308,8,3,0,7,3841,5,6,9,0,11,2,25,25,2,5,29,13,0
9309,6,2,1,8,9646,5,5,9,45,18,8,25,10,3,20,6,13,1
9310,1,2,1,8,4729,3,1,18,5,21,3,5,10,3,10,29,13,0
9311,4,0,5,8,17261,3,1,22,50,9,10,40,30,0,7,8,13,1
9312,4,3,0,8,13941,5,2,14,5,10,20,0,5,2,7,3,13,1
9313,4,3,0,5,10844,5,5,21,10,12,14,50,0,2,7,3,13,1
9314,4,3,0,8,14231,3,3,18,55,16,21,25,20,2,7,3,13,1
9315,4,2,1,8,14714,6,0,13,0,19,6,0,0,3,7,6,13,1
9316,8,2,1,8,6460,3,4,8,45,13,4,30,15,3,37,6,13,1
9317,4,3,0,8,11467,5,2,20,25,23,27,10,35,2,14,3,13,1
9318,3,0,2,8,3943,5,5,0,30,3,2,55,25,0,13,29,13,0
9319,3,3,0,8,4775,4,1,15,15,20,4,50,5,2,20,3,13,1
9320,8,3,0,7,3841,4,5,9,0,11,2,25,25,2,5,29,13,0
9321,4,0,5,8,12284,3,1,11,40,7,20,0,40,0,7,8,13,1
9322,3,3,0,8,4804,6,0,17,15,19,2,35,50,2,5,29,13,0
9323,4,2,1,8,12819,6,1,13,25,12,23,10,35,3,0,4,5,2
9324,4,2,1,8,14714,6,6,18,15,4,10,10,25,3,7,6,13,1
9325,4,4,3,8,8040,5,1,10,20,11,1,30,50,1,19,29,13,0
9326,6,2,1,8,16840,5,6,15,5,1,10,25,30,3,21,4,5,2
9327,4,2,1,8,15554,5,6,22,50,4,5,35,25,3,7,6,13,1
9328,2,2,1,8,5752,4,1,10,35,19,9,0,35,3,7,6,13,1
9329,10,3,0,8,8452,5,4,17,0,10,17,45,45,2,14,3,13,1
9330,6,2,1,5,11761,5,1,8,0,19,11,15,15,3,7,6,13,1
9331,6,2,1,8,14848,6,4,13,0,19,6,15,15,3,7,6,13,1
9332,4,2,1,5,10368,6,6,5,30,19,13,30,0,3,28,4,5,2
9333,1,2,1,8,9863,5,2,16,40,19,26,35,15,3,0,4,5,2
9334,4,2,1,5,10262,6,4,10,0,19,9,0,0,3,7,6,13,1
9335,10,0,2,8,4668,6,4,7,0,9,2,40,40,0,13,29,13,0
9336,6,2,1,8,9103,5,6,11,25,19,7,35,0,3,7,6,13,1
9337,4,2,1,5,10262,6,0,21,50,12,14,45,35,3,7,6,13,1
9338,2,2,1,8,4525,6,4,7,25,13,6,10,35,3,0,6,13,1
9339,1,0,2,8,5228,4,2,10,0,12,2,45,45,0,13,29,13,0
9340,4,0,5,8,19225,3,1,21,25,5,7,40,5,0,7,8,13,1
9341,4,4,3,8,8040,5,4,10,20,11,1,30,50,1,19,29,13,0
9342,4,2,1,5,7438,3,4,14,0,4,14,25,25,3,7,6,13,1
